time,CANESM5,CESM2-WACCM,MRI-ESM2-0,ACCESS-ESM1-5,ACCESS-CM2,IPSL-CM6A-LR
2290.0,13632520000.0,5291997000.0,11237019000.0,2775151900.0,502165500.0,126507740.0
2291.0,13718601000.0,5203738600.0,11185592000.0,2738286600.0,499312900.0,124166120.0
2292.0,13157788000.0,5245293600.0,11325623000.0,2711319800.0,497178140.0,122798376.0
2293.0,13408048000.0,5182876700.0,11389995000.0,2724753200.0,486933280.0,119094760.0
2294.0,13233488000.0,5210928600.0,11406567000.0,2739284200.0,481236380.0,118546400.0
2295.0,12862122000.0,5142975500.0,11390001000.0,2735351600.0,471997280.0,115978600.0
2296.0,12899801000.0,5078307300.0,11115273000.0,2795882200.0,468974370.0,111759304.0
2297.0,12803287000.0,4976809000.0,10974294000.0,2802125800.0,461395970.0,111312250.0
2298.0,12565572000.0,5019091000.0,10950127000.0,2791854600.0,456196200.0,110057380.0
2299.0,12361032000.0,4957533700.0,11006624000.0,2793844000.0,447537100.0,107056776.0
2300.0,12530219000.0,5038847500.0,11245903000.0,2795201800.0,449860350.0,106284584.0
