time,MRI-ESM2-0,CESM2,IPSL-CM6A-LR,GFDL-ESM4,CESM2-WACCM,CAMS-CSM1-0,ACCESS-ESM1-5,EC-EARTH3-VEG,CANESM5,INM-CM4-8,INM-CM5-0,NORESM2-MM,EC-EARTH3,CMCC-CM2-SR5,TAIESM1,MPI-ESM1-2-HR,FGOALS-F3-L,BCC-CSM2-MR,ACCESS-CM2
2086.0,1971529400000.0,3078084400000.0,3105121000000.0,5074486000000.0,3725946800000.0,4884089000000.0,3951627600000.0,702861540000.0,421479900000.0,3746901300000.0,3838208600000.0,4555645400000.0,503739320000.0,2153376400000.0,976300500000.0,4493273000000.0,3134260800000.0,3335589500000.0,1765745500000.0
2087.0,1907822400000.0,2974253000000.0,2991121000000.0,5004383000000.0,3601116200000.0,4809106700000.0,3819501000000.0,621050270000.0,391131300000.0,3647763600000.0,3785805800000.0,4448178400000.0,445822370000.0,2037349600000.0,904129800000.0,4427673000000.0,3019547000000.0,3228278200000.0,1617177500000.0
2088.0,1835717100000.0,2888322500000.0,2881213700000.0,4926681000000.0,3455902500000.0,4733822000000.0,3698722000000.0,548075040000.0,361742140000.0,3540512400000.0,3734624800000.0,4369088000000.0,391212730000.0,1920444900000.0,841424440000.0,4363866000000.0,2901486300000.0,3110507600000.0,1494079800000.0
2089.0,1748759600000.0,2803130700000.0,2771253000000.0,4837088000000.0,3338247600000.0,4665092000000.0,3557596900000.0,477080260000.0,332540540000.0,3456443000000.0,3672911000000.0,4203028700000.0,339761070000.0,1815665300000.0,778615800000.0,4286055400000.0,2790479000000.0,2996640200000.0,1362630100000.0
2090.0,1679594600000.0,2698402300000.0,2670958700000.0,4777612000000.0,3208680300000.0,4619922000000.0,3435896500000.0,417952200000.0,307410600000.0,3377659000000.0,3608811000000.0,4079569600000.0,293082800000.0,1716383500000.0,721961700000.0,4191706400000.0,2704180500000.0,2911979400000.0,1213195200000.0
2091.0,1608645900000.0,2631091400000.0,2567082000000.0,4670763300000.0,3080597500000.0,4570727000000.0,3327000600000.0,356471240000.0,282522500000.0,3298607200000.0,3553033000000.0,3950385800000.0,252803240000.0,1625671700000.0,666020500000.0,4114190000000.0,2633694200000.0,2820941000000.0,1089362900000.0
2092.0,1544611700000.0,2523166700000.0,2473353800000.0,4571663000000.0,2956406300000.0,4513867500000.0,3212062000000.0,301750300000.0,257751710000.0,3218846000000.0,3486595200000.0,3829720700000.0,216930900000.0,1540525500000.0,617937960000.0,4051982600000.0,2531914200000.0,2718697000000.0,971766300000.0
2093.0,1476894700000.0,2406237000000.0,2381589800000.0,4449468000000.0,2819096600000.0,4459679700000.0,3078237000000.0,254131040000.0,234627680000.0,3139569500000.0,3431301400000.0,3721107600000.0,187130680000.0,1462873600000.0,567597700000.0,3997764000000.0,2425545000000.0,2641428500000.0,867421500000.0
2094.0,1416056700000.0,2318285100000.0,2287119600000.0,4366239500000.0,2650459300000.0,4391870400000.0,2952491200000.0,213379710000.0,212187140000.0,3064448700000.0,3370667500000.0,3604382500000.0,159549130000.0,1378745200000.0,524276530000.0,3941999000000.0,2291828000000.0,2520083600000.0,786453100000.0
2095.0,1357366200000.0,2222624900000.0,2201684500000.0,4270582700000.0,2521058000000.0,4356946000000.0,2836809000000.0,180337900000.0,191529910000.0,2969482300000.0,3318377600000.0,3512289500000.0,131530270000.0,1292878600000.0,481748200000.0,3869492400000.0,2186335900000.0,2439527800000.0,698048700000.0
2096.0,1295182500000.0,2106173700000.0,2115024600000.0,4204384500000.0,2390063600000.0,4312423700000.0,2724072500000.0,150088060000.0,171563100000.0,2882184000000.0,3255419300000.0,3404418500000.0,105835930000.0,1211818600000.0,441339120000.0,3774773700000.0,2093778100000.0,2350651500000.0,612644000000.0
2097.0,1239605600000.0,2028797600000.0,2040256000000.0,4131499800000.0,2285459200000.0,4242754200000.0,2586295000000.0,122442090000.0,152117660000.0,2805053300000.0,3192618000000.0,3282392800000.0,82885600000.0,1129769200000.0,401374200000.0,3696902000000.0,2000841000000.0,2256954200000.0,529846370000.0
2098.0,1179248500000.0,1927568800000.0,1969068600000.0,4062295400000.0,2165003900000.0,4194978200000.0,2457147500000.0,97476370000.0,134553570000.0,2711395200000.0,3139914200000.0,3172352400000.0,64674546000.0,1055589140000.0,366733700000.0,3623844300000.0,1905116200000.0,2156900400000.0,456256420000.0
2099.0,1130156700000.0,1845566000000.0,1897756500000.0,4000180300000.0,2072741400000.0,4129066800000.0,2334888600000.0,77851260000.0,118418410000.0,2638117300000.0,3070617200000.0,3043246000000.0,49132737000.0,988650000000.0,335592720000.0,3553676500000.0,1824045400000.0,2086068700000.0,391663700000.0
2100.0,1081634700000.0,1753655800000.0,1830741900000.0,3880752300000.0,1963131100000.0,4067903400000.0,2225579500000.0,59771916000.0,103513960000.0,2577395400000.0,3012505000000.0,2871732000000.0,37171770000.0,923203140000.0,303172060000.0,3466447800000.0,1735682000000.0,2015357600000.0,334463300000.0
